date,equity
2010-11-17,116084.504808
2010-11-18,118179.936268
2010-11-19,119054.557041
2010-11-22,119869.304835
2010-11-23,118422.959652
2010-11-24,120468.377688
2010-11-26,120133.429106
2010-11-29,119345.600182
2010-11-30,119118.790424
2010-12-01,121465.427368
2010-12-02,122836.970363
2010-12-03,123399.616123
2010-12-06,123373.965420
2010-12-07,123794.515255
2010-12-08,123800.568780
2010-12-09,124162.337152
2010-12-10,124987.172118
2010-12-13,124621.466148
2010-12-14,124287.811662
2010-12-15,123789.383920
2010-12-16,125065.725083
2010-12-17,125176.758459
2010-12-20,125954.324965
2010-12-21,127239.311887
2010-12-22,126903.838366
2010-12-23,126203.335367
2010-12-27,126687.189621
2010-12-28,126328.148234
2010-12-29,126493.375203
2010-12-30,126358.513117
2010-12-31,125960.685428
2011-01-03,127821.491844
2011-01-04,126682.438883
2011-01-05,128125.518354
2011-01-06,127177.180397
2011-01-07,127329.914575
2011-01-10,127615.822243
2011-01-11,127558.856460
2011-01-12,128000.824633
2011-01-13,128109.984589
2011-01-14,128884.840192
2011-01-18,129161.203363
2011-01-19,127413.898875
2011-01-20,125266.863934
2011-01-21,124808.951357
2011-01-24,124959.022536
2011-01-25,124716.112813
2011-01-26,125940.049851
2011-01-27,126829.013078
2011-01-28,124332.158168
2011-01-31,125622.105465
2011-02-01,126885.496083
2011-02-02,126844.400346
2011-02-03,127668.711952
2011-02-04,128117.539074
2011-02-07,128900.107037
2011-02-08,129635.518029
2011-02-09,129593.561920
2011-02-10,129765.919731
2011-02-11,130876.424675
2011-02-14,131474.700627
2011-02-15,130597.032122
2011-02-16,131564.801529
2011-02-17,131166.482773
2011-02-18,130941.844462
2011-02-22,126905.683725
2011-02-23,125409.381850
2011-02-24,126072.405616
2011-02-25,127743.858158
2011-02-28,127617.725744
2011-03-01,125521.399350
2011-03-02,126324.868666
2011-03-03,129067.072289
2011-03-04,128026.030903
2011-03-07,126120.336514
2011-03-08,127324.236125
2011-03-09,126394.412766
2011-03-10,124076.523321
2011-03-11,124850.893301
2011-03-14,124201.267046
2011-03-15,123689.806294
2011-03-16,121802.599596
2011-03-17,123549.958753
2011-03-18,123711.102717
2011-03-21,125638.630880
2011-03-22,124626.782528
2011-03-23,125697.990358
2011-03-24,127661.258886
2011-03-25,128367.936046
2011-03-28,127925.013558
2011-03-29,129311.903469
2011-03-30,130598.762588
2011-03-31,130940.286586
2011-04-01,131576.579090
2011-04-04,131564.332299
2011-04-05,131714.392743
2011-04-06,131013.232877
2011-04-07,130980.396332
2011-04-08,130062.964552
2011-04-11,128817.745714
2011-04-12,126822.773612
2011-04-13,127522.355655
2011-04-14,127422.438309
2011-04-15,127969.591468
2011-04-18,126485.512066
2011-04-19,127581.235702
2011-04-20,130585.627349
2011-04-21,132474.998973
2011-04-25,132023.254805
2011-04-26,133017.691126
2011-04-27,133486.730073
2011-04-28,132603.522948
2011-04-29,132860.344567
2011-05-02,131855.558122
2011-05-03,130302.314475
2011-05-04,128742.701296
2011-05-05,128461.574384
2011-05-06,129121.785332
2011-05-09,130650.215028
2011-05-10,132083.159421
2011-05-11,129242.607744
2011-05-12,129628.664794
2011-05-13,128404.850918
2011-05-16,127431.778936
2011-05-17,126226.289891
2011-05-18,128910.985309
2011-05-19,129266.637216
2011-05-20,127813.800269
2011-05-23,126188.887686
2011-05-24,126355.872018
2011-05-25,127664.197026
2011-05-26,128556.841711
2011-05-27,129120.594434
2011-05-31,130144.622555
2011-06-01,126938.835633
2011-06-02,127606.575074
2011-06-03,126350.081578
2011-06-06,124324.480404
2011-06-07,124727.727324
2011-06-08,123729.261960
2011-06-09,125358.978046
2011-06-10,123281.418476
2011-06-13,122482.952780
2011-06-14,124861.279365
2011-06-15,121971.947017
2011-06-16,121131.137508
2011-06-17,121214.000861
2011-06-20,122622.676640
2011-06-21,125464.548379
2011-06-22,124607.043221
2011-06-23,124805.468123
2011-06-24,123141.627318
2011-06-27,124457.444842
2011-06-28,127143.218063
2011-06-29,128295.152341
2011-06-30,129507.971333
2011-07-01,131362.426185
2011-07-05,131438.345701
2011-07-06,131716.024725
2011-07-07,133230.719137
2011-07-08,132423.822304
2011-07-11,129407.164419
2011-07-12,128317.954036
2011-07-13,128906.747083
2011-07-14,127622.566841
2011-07-15,128924.164506
2011-07-18,127990.246250
2011-07-19,130557.039464
2011-07-20,130012.547900
2011-07-21,131828.875627
2011-07-22,132221.229393
2011-07-25,131426.056455
2011-07-26,130719.210502
2011-07-27,127064.054481
2011-07-28,126480.547913
2011-07-29,126124.275193
2011-08-01,125626.254799
2011-08-02,121858.513399
2011-08-03,121108.387454
2011-08-04,113970.434840
2011-08-05,114056.737916
2011-08-08,105444.475414
2011-08-09,111338.847276
2011-08-10,107942.516548
2011-08-11,113357.978742
2011-08-12,114916.354099
2011-08-15,117290.650499
2011-08-16,115922.017360
2011-08-17,115767.592510
2011-08-18,109238.784265
2011-08-19,107429.236310
2011-08-22,107323.254561
2011-08-23,111873.882082
2011-08-24,113249.250807
2011-08-25,111322.423243
2011-08-26,113891.087295
2011-08-29,117442.471362
2011-08-30,118441.303511
2011-08-31,118920.792537
2011-09-01,117829.358461
2011-09-02,115065.443429
2011-09-06,114761.034856
2011-09-07,118150.426380
2011-09-08,117405.199377
2011-09-09,114065.918001
2011-09-12,114965.772268
2011-09-13,116494.381369
2011-09-14,118016.588512
2011-09-15,119702.822029
2011-09-16,120271.024199
2011-09-19,120186.390899
2011-09-20,119511.287405
2011-09-21,115857.688670
2011-09-22,111492.652118
2011-09-23,111856.798419
2011-09-26,113829.245110
2011-09-27,115076.709088
2011-09-28,112364.399644
2011-09-29,111386.585430
2011-09-30,108582.917731
2011-10-03,105094.518499
2011-10-04,107137.235694
2011-10-05,108761.885583
2011-10-06,111124.929688
2011-10-07,110401.195301
2011-10-10,114185.762219
2011-10-11,114016.028617
2011-10-12,114800.405197
2011-10-13,114890.346417
2011-10-14,116814.092833
2011-10-17,115313.656269
2011-10-18,116625.954618
2011-10-19,115273.857140
2011-10-20,115668.798718
2011-10-21,118071.731491
2011-10-24,120314.971236
2011-10-25,118359.854402
2011-10-26,119734.126899
2011-10-27,122437.640913
2011-10-28,122464.599164
2011-10-31,120414.435631
2011-11-01,117550.109774
2011-11-02,118999.678110
2011-11-03,120601.513961
2011-11-04,120449.771978
2011-11-07,120495.306327
2011-11-08,121468.862043
2011-11-09,118281.462626
2011-11-10,118848.897274
2011-11-11,120921.621617
2011-11-14,119987.617527
2011-11-15,120923.345393
2011-11-16,118750.846319
2011-11-17,117360.301254
2011-11-18,117021.975182
2011-11-21,115663.940977
2011-11-22,115920.912342
2011-11-23,113738.962392
2011-11-25,113355.151175
2011-11-28,116300.607416
2011-11-29,116437.565108
2011-11-30,120291.729167
2011-12-01,120637.036642
2011-12-02,120082.033495
2011-12-05,120612.623975
2011-12-06,120478.779306
2011-12-07,120425.110925
2011-12-08,118519.599474
2011-12-09,120113.659029
2011-12-12,118979.397604
2011-12-13,117583.582818
2011-12-14,116450.637081
2011-12-15,117068.932475
2011-12-16,117238.732054
2011-12-19,116597.281841
2011-12-20,119198.374201
2011-12-21,119753.923588
2011-12-22,119863.829167
2011-12-23,121081.959716
2011-12-27,121399.108468
2011-12-28,120203.309360
2011-12-29,121198.420696
2011-12-30,120397.355796
2012-01-03,120596.437736
2012-01-04,120495.836294
2012-01-05,121149.693795
2012-01-06,120733.086208
2012-01-09,120380.941285
2012-01-10,120805.731234
2012-01-11,120457.411482
2012-01-12,120564.261654
2012-01-13,120671.202216
2012-01-17,121213.644827
2012-01-18,121533.851131
2012-01-19,121036.770984
2012-01-20,120470.686908
2012-01-23,120606.178542
2012-01-24,120370.913527
2012-01-25,121372.986426
2012-01-26,120888.201512
2012-01-27,120623.016638
2012-01-30,120434.283316
2012-01-31,120912.540807
2012-02-01,121625.449720
2012-02-02,121988.948955
2012-02-03,123057.109416
2012-02-06,122579.320942
2012-02-07,122985.279770
2012-02-08,123020.926606
2012-02-09,123192.848564
2012-02-10,123125.750096
2012-02-13,123725.267386
2012-02-14,124056.206099
2012-02-15,123346.145785
2012-02-16,124162.809217
2012-02-17,124542.589748
2012-02-21,124215.130507
2012-02-22,124387.474935
2012-02-23,124819.230515
2012-02-24,125278.232893
2012-02-27,125501.467910
2012-02-28,125725.635901
2012-02-29,125279.956018
2012-03-01,125920.916437
2012-03-02,125637.549460
2012-03-05,125636.430495
2012-03-06,124193.721904
2012-03-07,125202.001672
2012-03-08,126442.092884
2012-03-09,127134.245488
2012-03-12,127453.214194
2012-03-13,128703.151922
2012-03-14,128718.921381
2012-03-15,129092.968906
2012-03-16,128849.845768
2012-03-19,129227.877483
2012-03-20,129236.086383
2012-03-21,129240.348203
2012-03-22,129078.493967
2012-03-23,129168.227285
2012-03-26,130661.716361
2012-03-27,130817.007246
2012-03-28,130288.037632
2012-03-29,130082.970288
2012-03-30,130143.015214
2012-04-02,131012.196928
2012-04-03,131332.547647
2012-04-04,130421.023649
2012-04-05,131267.466251
2012-04-09,130321.574476
2012-04-10,127428.134451
2012-04-11,128991.979794
2012-04-12,130488.412568
2012-04-13,130391.468022
2012-04-16,129414.957298
2012-04-17,130726.175694
2012-04-18,130836.870353
2012-04-19,129528.270395
2012-04-20,130308.840179
2012-04-23,128695.030030
2012-04-24,127976.127106
2012-04-25,130786.513869
2012-04-26,131963.204578
2012-04-27,133046.233999
2012-04-30,132163.198075
2012-05-01,132641.738263
2012-05-02,133436.939332
2012-05-03,131914.975881
2012-05-04,129843.941421
2012-05-07,130010.194060
2012-05-08,128864.388666
2012-05-09,128409.520357
2012-05-10,128054.001464
2012-05-11,127869.477368
2012-05-14,126030.282765
2012-05-15,126104.690851
2012-05-16,125980.311648
2012-05-17,122720.764493
2012-05-18,121731.436463
2012-05-21,123787.506296
2012-05-22,124523.788248
2012-05-23,125669.341069
2012-05-24,125918.591053
2012-05-25,125590.785278
2012-05-29,127269.112555
2012-05-30,125428.721193
2012-05-31,125285.709396
2012-06-01,120889.501900
2012-06-04,121198.616466
2012-06-05,121568.121016
2012-06-06,124332.190218
2012-06-07,124336.254100
2012-06-08,125422.462121
2012-06-11,123381.258084
2012-06-12,124605.078418
2012-06-13,123334.177672
2012-06-14,125023.592188
2012-06-15,126344.768936
2012-06-18,127948.577777
2012-06-19,129040.020805
2012-06-20,128667.030905
2012-06-21,125746.303596
2012-06-22,127159.723345
2012-06-25,125454.146587
2012-06-26,126775.393108
2012-06-27,126735.351696
2012-06-28,125819.177306
2012-06-29,129456.821383
2012-07-02,130052.005222
2012-07-03,130377.871953
2012-07-05,131127.504631
2012-07-06,130122.320420
2012-07-09,129528.361771
2012-07-10,128144.023303
2012-07-11,127520.160263
2012-07-12,127945.479575
2012-07-13,129869.738806
2012-07-16,129560.599856
2012-07-17,130343.598196
2012-07-18,130943.068954
2012-07-19,131939.231494
2012-07-20,129489.863407
2012-07-23,128105.872138
2012-07-24,126739.333234
2012-07-25,126332.297479
2012-07-26,128964.305670
2012-07-27,130327.831049
2012-07-30,129806.962030
2012-07-31,128395.683773
2012-08-01,127419.945959
2012-08-02,127446.035734
2012-08-03,129981.486753
2012-08-06,129875.007578
2012-08-07,131197.004127
2012-08-08,131219.824225
2012-08-09,130915.118061
2012-08-10,130694.942695
2012-08-13,130670.469778
2012-08-14,131148.685075
2012-08-15,131883.441752
2012-08-16,133275.000547
2012-08-17,133699.465623
2012-08-20,133099.006082
2012-08-21,132427.011395
2012-08-22,133429.900704
2012-08-23,132405.696681
2012-08-24,133116.790438
2012-08-27,132954.732157
2012-08-28,132898.531907
2012-08-29,133230.955825
2012-08-30,132251.382746
2012-08-31,132991.625261
2012-09-04,133202.901368
2012-09-05,132990.224435
2012-09-06,135325.474319
2012-09-07,134834.276506
2012-09-10,133652.952825
2012-09-11,133871.472837
2012-09-12,133885.385579
2012-09-13,136062.161143
2012-09-14,136167.254932
2012-09-17,135627.091253
2012-09-18,135132.754086
2012-09-19,135929.923790
2012-09-20,136503.852499
2012-09-21,137094.949142
2012-09-24,136790.024313
2012-09-25,135846.428554
2012-09-26,134645.485351
2012-09-27,136132.651472
2012-09-28,135436.883094
2012-10-01,135617.846285
2012-10-02,136106.168550
2012-10-03,137656.872693
2012-10-04,138213.538671
2012-10-05,138398.406229
2012-10-08,137812.723500
2012-10-09,134561.957829
2012-10-10,134000.562644
2012-10-11,133449.413063
2012-10-12,133072.006950
2012-10-15,134692.006157
2012-10-16,135890.429222
2012-10-17,136972.679502
2012-10-18,137340.598525
2012-10-19,135568.357194
2012-10-22,135549.804869
2012-10-23,134361.807250
2012-10-24,134764.811071
2012-10-25,134112.729535
2012-10-26,133473.972378
2012-10-31,133444.554466
2012-11-01,135161.192759
2012-11-02,133247.124268
2012-11-05,134518.653662
2012-11-06,135631.436897
2012-11-07,133569.867827
2012-11-08,131783.986112
2012-11-09,131185.178515
2012-11-12,131079.881709
2012-11-13,131092.272435
2012-11-14,128626.029922
2012-11-15,128532.409888
2012-11-16,130341.557152
2012-11-19,132828.955416
2012-11-20,133939.241623
2012-11-21,134756.680786
2012-11-23,136324.471936
2012-11-26,136178.647404
2012-11-27,135437.786240
2012-11-28,136011.799868
2012-11-29,136646.564840
2012-11-30,136984.434871
2012-12-03,136224.877232
2012-12-04,136042.722679
2012-12-05,135948.330697
2012-12-06,136478.305405
2012-12-07,136908.817359
2012-12-10,137051.590774
2012-12-11,137905.614008
2012-12-12,138282.405975
2012-12-13,137254.317277
2012-12-14,137076.965263
2012-12-17,139572.235719
2012-12-18,141268.366857
2012-12-19,140232.560778
2012-12-20,141279.072191
2012-12-21,139770.521653
2012-12-24,139784.037015
2012-12-26,139122.234428
2012-12-27,139130.336723
2012-12-28,137907.263946
2012-12-31,140509.805993
2013-01-02,144276.456944
2013-01-03,143428.618456
2013-01-04,144300.201623
2013-01-07,143908.910557
2013-01-08,144298.584588
2013-01-09,145010.730677
2013-01-10,145041.868551
2013-01-11,145094.857018
2013-01-14,145150.283922
2013-01-15,145547.886566
2013-01-16,145728.510307
2013-01-17,147484.247291
2013-01-18,147681.721189
2013-01-22,148035.638207
2013-01-23,148462.265976
2013-01-24,149016.867872
2013-01-25,150172.033628
2013-01-28,148940.633816
2013-01-29,150770.709722
2013-01-30,150218.512965
2013-01-31,149550.663025
2013-02-01,150798.765948
2013-02-04,148994.758200
2013-02-05,150200.470891
2013-02-06,150066.783701
2013-02-07,149086.599184
2013-02-08,149931.065571
2013-02-11,149088.810398
2013-02-12,149994.301472
2013-02-13,150562.343169
2013-02-14,150486.147848
2013-02-15,152350.883856
2013-02-19,152550.022288
2013-02-20,149343.190320
2013-02-21,148984.373708
2013-02-22,150731.302025
2013-02-25,147993.122368
2013-02-26,150005.976355
2013-02-27,152055.967717
2013-02-28,152047.239096
2013-03-01,152817.144368
2013-03-04,154839.378970
2013-03-05,156488.152157
2013-03-06,156455.200922
2013-03-07,156397.214586
2013-03-08,157129.332774
2013-03-11,157168.860219
2013-03-12,157081.846792
2013-03-13,156963.752344
2013-03-14,158024.245696
2013-03-15,157402.407205
2013-03-18,157313.162387
2013-03-19,157348.725210
2013-03-20,159725.096344
2013-03-21,157647.444572
2013-03-22,158178.047687
2013-03-25,157172.745802
2013-03-26,157723.565203
2013-03-27,158102.818053
2013-03-28,158973.001009
2013-04-01,157605.995837
2013-04-02,156960.528544
2013-04-03,153853.819352
2013-04-04,154746.233505
2013-04-05,154639.907356
2013-04-08,156211.419211
2013-04-09,156897.996091
2013-04-10,160216.921068
2013-04-11,160670.796492
2013-04-12,159773.130723
2013-04-15,154534.693504
2013-04-16,157700.598122
2013-04-17,154925.554314
2013-04-18,152873.999202
2013-04-19,155165.965521
2013-04-22,156224.644576
2013-04-23,159169.342895
2013-04-24,160590.912578
2013-04-25,161060.372438
2013-04-26,160479.235896
2013-04-29,161720.777717
2013-04-30,161490.359721
2013-05-01,158211.561369
2013-05-02,160868.568221
2013-05-03,163899.827543
2013-05-06,165905.395829
2013-05-07,166777.078094
2013-05-08,167151.551901
2013-05-09,166548.894192
2013-05-10,167755.401512
2013-05-13,167807.480887
2013-05-14,171054.316927
2013-05-15,172610.685669
2013-05-16,171627.927775
2013-05-17,174779.118149
2013-05-20,175357.587828
2013-05-21,175754.055138
2013-05-22,173289.510062
2013-05-23,173513.864083
2013-05-24,173462.381878
2013-05-28,175063.782554
2013-05-29,174322.151562
2013-05-30,175621.842754
2013-05-31,173747.093949
2013-06-03,172998.845668
2013-06-04,171341.751225
2013-06-05,168462.874073
2013-06-06,171702.483142
2013-06-07,174514.489677
2013-06-10,174659.517205
2013-06-11,171846.835526
2013-06-12,169214.014229
2013-06-13,172187.520497
2013-06-14,170742.465230
2013-06-17,172105.028822
2013-06-18,173991.861321
2013-06-19,171561.047424
2013-06-20,166146.134155
2013-06-21,165269.578543
2013-06-24,162415.025446
2013-06-25,165252.635507
2013-06-26,166984.684512
2013-06-27,168957.429546
2013-06-28,167814.834891
2013-07-01,169352.757457
2013-07-02,168786.466960
2013-07-03,168430.450905
2013-07-05,170082.955066
2013-07-08,170289.601063
2013-07-09,171561.716616
2013-07-10,171229.171378
2013-07-11,174087.031567
2013-07-12,175716.478901
2013-07-15,176380.352500
2013-07-16,174755.146595
2013-07-17,175640.346630
2013-07-18,176829.126493
2013-07-19,178163.467659
2013-07-22,179380.113163
2013-07-23,178841.834082
2013-07-24,178140.185932
2013-07-25,178541.112432
2013-07-26,178366.667821
2013-07-29,177309.278465
2013-07-30,178144.430835
2013-07-31,179298.252312
2013-08-01,181956.265538
2013-08-02,181434.598752
2013-08-05,181538.941199
2013-08-06,180010.081652
2013-08-07,177975.772880
2013-08-08,179022.233229
2013-08-09,178750.826500
2013-08-12,178152.500288
2013-08-13,179279.554428
2013-08-14,178588.116737
2013-08-15,175154.189332
2013-08-16,175185.778874
2013-08-19,173939.040675
2013-08-20,175967.458557
2013-08-21,175347.019780
2013-08-22,177471.862167
2013-08-23,177687.453572
2013-08-26,177150.560899
2013-08-27,172391.531470
2013-08-28,173075.985059
2013-08-29,174229.690281
2013-08-30,173073.713540
2013-09-03,175296.275808
2013-09-04,177466.736687
2013-09-05,178685.310310
2013-09-06,177762.301658
2013-09-09,179882.282716
2013-09-10,182395.614819
2013-09-11,182793.479599
2013-09-12,181779.556141
2013-09-13,182700.850104
2013-09-16,184045.208549
2013-09-17,184871.880497
2013-09-18,185742.615610
2013-09-19,185166.623981
2013-09-20,183970.589252
2013-09-23,182517.214212
2013-09-24,183514.790824
2013-09-25,183757.163402
2013-09-26,184620.358080
2013-09-27,184054.256717
2013-09-30,184208.410516
2013-10-01,186194.950233
2013-10-02,186264.956771
2013-10-03,185352.348717
2013-10-04,187758.866820
2013-10-07,185801.437093
2013-10-08,182431.564441
2013-10-09,182821.215157
2013-10-10,187514.291706
2013-10-11,188356.751798
2013-10-14,189642.369409
2013-10-15,188827.010935
2013-10-16,192183.662888
2013-10-17,193690.475821
2013-10-18,195376.577349
2013-10-21,194509.841502
2013-10-22,195496.983140
2013-10-23,193424.356529
2013-10-24,194101.400287
2013-10-25,194672.024348
2013-10-28,194266.909171
2013-10-29,195435.492074
2013-10-30,195114.857746
2013-10-31,194403.278378
2013-11-01,194304.162893
2013-11-04,194830.840860
2013-11-05,195117.084790
2013-11-06,194081.343836
2013-11-07,191374.328089
2013-11-08,195485.174818
2013-11-11,195802.455040
2013-11-12,196121.513373
2013-11-13,197251.108688
2013-11-14,198862.992057
2013-11-15,199176.310277
2013-11-18,197966.400082
2013-11-19,197523.214476
2013-11-20,198014.078008
2013-11-21,200791.357026
2013-11-22,203279.312676
2013-11-25,202918.841140
2013-11-26,203125.589615
2013-11-27,203709.488336
2013-11-29,203342.154742
2013-12-02,203649.305947
2013-12-03,202073.976492
2013-12-04,201578.585614
2013-12-05,200154.855546
2013-12-06,202589.561387
2013-12-09,202625.954592
2013-12-10,202386.337765
2013-12-11,198698.225917
2013-12-12,199279.663773
2013-12-13,199797.804657
2013-12-16,200772.402532
2013-12-17,200495.987172
2013-12-18,202836.383196
2013-12-19,202634.925274
2013-12-20,204022.680995
2013-12-23,204676.150665
2013-12-24,205053.829120
2013-12-26,206007.996782
2013-12-27,204621.716548
2013-12-30,204562.342684
2013-12-31,205158.999475
2014-01-02,204139.948000
2014-01-03,204834.730198
2014-01-06,203695.898198
2014-01-07,205301.461075
2014-01-08,207911.648112
2014-01-09,208737.913739
2014-01-10,209513.036548
2014-01-13,206011.703142
2014-01-14,209662.380245
2014-01-15,210194.406837
2014-01-16,208659.686306
2014-01-17,207717.245393
2014-01-21,209223.624058
2014-01-22,209976.659883
2014-01-23,207320.288417
2014-01-24,202112.130099
2014-01-27,200836.855636
2014-01-28,202285.118089
2014-01-29,200208.460482
2014-01-30,203577.081340
2014-01-31,202675.712801
2014-02-03,197655.572998
2014-02-04,199120.304429
2014-02-05,198564.841671
2014-02-06,200950.600922
2014-02-07,204935.439226
2014-02-10,204851.267746
2014-02-11,206980.148806
2014-02-12,206928.619677
2014-02-13,208270.436887
2014-02-14,208724.815214
2014-02-18,210094.929232
2014-02-19,208060.030540
2014-02-20,209800.435776
2014-02-21,210230.430430
2014-02-24,212245.467293
2014-02-25,212468.684419
2014-02-26,212069.298747
2014-02-27,213400.026519
2014-02-28,213619.520512
2014-03-03,212229.498689
2014-03-04,216416.461940
2014-03-05,216841.565718
2014-03-06,216646.539954
2014-03-07,216431.120941
2014-03-10,215715.993096
2014-03-11,214534.452044
2014-03-12,214735.060724
2014-03-13,211363.238444
2014-03-14,211197.086871
2014-03-17,212698.805680
2014-03-18,214536.318559
2014-03-19,213311.837412
2014-03-20,214054.220310
2014-03-21,212003.310075
2014-03-24,210669.301258
2014-03-25,211889.995573
2014-03-26,209813.130821
2014-03-27,208316.588068
2014-03-28,209147.232757
2014-03-31,212425.883178
2014-04-01,215436.784148
2014-04-02,215682.651828
2014-04-03,214162.408120
2014-04-04,209785.844518
2014-04-07,206887.483172
2014-04-08,207259.261745
2014-04-09,211429.725891
2014-04-10,204961.687973
2014-04-11,202526.654822
2014-04-14,204302.532331
2014-04-15,205547.078667
2014-04-16,208860.092644
2014-04-17,210039.578348
2014-04-21,211001.660284
2014-04-22,212296.350929
2014-04-23,212778.365792
2014-04-24,211197.959762
2014-04-25,207938.576648
2014-04-28,206241.239074
2014-04-29,208192.974895
2014-04-30,209851.703295
2014-05-01,209592.569643
2014-05-02,210465.948318
2014-05-05,210982.695752
2014-05-06,209831.887849
2014-05-07,208859.887857
2014-05-08,207862.666789
2014-05-09,208055.860669
2014-05-12,211477.868916
2014-05-13,211805.298429
2014-05-14,210602.438897
2014-05-15,208293.102708
2014-05-16,208905.507739
2014-05-19,210811.753298
2014-05-20,209093.989802
2014-05-21,210250.795719
2014-05-22,211292.007787
2014-05-23,213006.226822
2014-05-27,215303.193550
2014-05-28,215831.480417
2014-05-29,217751.699917
2014-05-30,216866.240987
2014-06-02,217777.582009
2014-06-03,217326.562366
2014-06-04,217954.647021
2014-06-05,218753.042951
2014-06-06,219868.916116
2014-06-09,219041.499967
2014-06-10,218237.857127
2014-06-11,217897.214465
2014-06-12,215426.523641
2014-06-13,216893.293975
2014-06-16,217297.666703
2014-06-17,218517.015974
2014-06-18,220388.041128
2014-06-19,220427.210614
2014-06-20,221627.602955
2014-06-23,221189.989993
2014-06-24,219326.700104
2014-06-25,220023.938255
2014-06-26,220253.255926
2014-06-27,220870.807575
2014-06-30,220593.269567
2014-07-01,222910.334612
2014-07-02,222843.332800
2014-07-03,223937.731580
2014-07-07,221590.895116
2014-07-08,219187.102845
2014-07-09,219777.197328
2014-07-10,219286.054489
2014-07-11,220289.806185
2014-07-14,221279.795824
2014-07-15,221042.644448
2014-07-16,221568.480613
2014-07-17,218321.359569
2014-07-18,220771.935887
2014-07-21,219962.305452
2014-07-22,221992.986702
2014-07-23,223273.395394
2014-07-24,223740.840696
2014-07-25,223585.578797
2014-07-28,223747.855078
2014-07-29,222621.997397
2014-07-30,222189.671344
2014-07-31,218325.014116
2014-08-01,218387.604496
2014-08-04,219971.974048
2014-08-05,217934.094135
2014-08-06,218369.709593
2014-08-07,217332.216721
2014-08-08,219496.556899
2014-08-11,221179.348769
2014-08-12,220928.935114
2014-08-13,222970.518093
2014-08-14,223540.296850
2014-08-15,224068.778086
2014-08-18,226206.188383
2014-08-19,227367.353527
2014-08-20,228469.947791
2014-08-21,228677.024037
2014-08-22,228600.990860
2014-08-25,229485.748616
2014-08-26,229474.135335
2014-08-27,228861.870515
2014-08-28,228261.368433
2014-08-29,229224.026907
2014-09-02,229551.510848
2014-09-03,229105.356545
2014-09-04,228287.349746
2014-09-05,229558.494676
2014-09-08,229447.661549
2014-09-09,227650.137807
2014-09-10,228812.721126
2014-09-11,229033.875972
2014-09-12,227035.448486
2014-09-15,225735.084930
2014-09-16,228213.777136
2014-09-17,227925.400969
2014-09-18,229943.948908
2014-09-19,228530.459191
2014-09-22,226222.413605
2014-09-23,225279.171726
2014-09-24,228021.178895
2014-09-25,224176.504110
2014-09-26,226533.588656
2014-09-29,226768.800042
2014-09-30,226062.057118
2014-10-01,221920.276034
2014-10-02,221748.390750
2014-10-03,225014.473972
2014-10-06,224083.625044
2014-10-07,220025.147448
2014-10-08,223530.031830
2014-10-09,218518.000142
2014-10-10,214402.617893
2014-10-13,209003.764392
2014-10-14,209696.586596
2014-10-15,208594.598978
2014-10-16,208991.604773
2014-10-17,212306.564752
2014-10-20,215745.135766
2014-10-21,221351.642540
2014-10-22,218942.548784
2014-10-23,221290.347778
2014-10-24,223935.458837
2014-10-27,224024.795142
2014-10-28,226246.922308
2014-10-29,225786.078193
2014-10-30,226971.409714
2014-10-31,230447.281216
2014-11-03,231062.913595
2014-11-04,230214.572572
2014-11-05,230520.383105
2014-11-06,232578.212433
2014-11-07,233131.521604
2014-11-10,234595.238615
2014-11-11,235102.082518
2014-11-12,234362.941430
2014-11-13,234279.781108
2014-11-14,233937.210011
2014-11-17,234670.283505
2014-11-18,236647.731784
2014-11-19,235928.218228
2014-11-20,236225.011794
2014-11-21,236505.532632
2014-11-24,237534.929266
2014-11-25,238104.034325
2014-11-26,239178.957508
2014-11-28,239136.491702
2014-12-01,236058.582527
2014-12-02,237930.183558
2014-12-03,238305.655345
2014-12-04,238529.383491
2014-12-05,239105.704810
2014-12-08,238502.824003
2014-12-09,237776.284827
2014-12-10,234915.086260
2014-12-11,236761.776564
2014-12-12,233521.022753
2014-12-15,232005.490826
2014-12-16,229685.504831
2014-12-17,234153.950115
2014-12-18,239309.152312
2014-12-19,239398.691026
2014-12-22,239089.688307
2014-12-23,238323.993176
2014-12-24,239217.770740
2014-12-26,240637.743092
2014-12-29,241106.363748
2014-12-30,239642.858008
2014-12-31,237507.161667
2015-01-02,237506.353070
2015-01-05,234024.716609
2015-01-06,231911.812944
2015-01-07,235223.511474
2015-01-08,239837.470387
2015-01-09,237967.534796
2015-01-12,236125.419811
2015-01-13,235395.543769
2015-01-14,235184.662828
2015-01-15,232889.433620
2015-01-16,235812.165686
2015-01-20,236611.728520
2015-01-21,237733.275806
2015-01-22,241726.668754
2015-01-23,241081.295080
2015-01-26,241579.850441
2015-01-27,238944.511923
2015-01-28,238007.950695
2015-01-29,239487.808018
2015-01-30,234208.784580
2015-02-02,235589.258597
2015-02-03,236789.299617
2015-02-04,236628.047214
2015-02-05,237996.050087
2015-02-06,236169.058901
2015-02-09,233549.018361
2015-02-10,237706.349325
2015-02-11,238485.495662
2015-02-12,240262.340183
2015-02-13,240185.411486
2015-02-17,241053.707264
2015-02-18,241995.061622
2015-02-19,242138.176488
2015-02-20,243417.544017
2015-02-23,243693.471845
2015-02-24,244233.642876
2015-02-25,243705.959685
2015-02-26,244038.612678
2015-02-27,243907.454083
